   0.00000000       0.00000000    
  0.247110069      0.246619567    
  0.739466071      0.735051572    
   1.47385502       1.45620680    
   2.44536185       2.39640021    
   3.64754629       3.53759813    
   5.07256079       4.85763550    
   6.71129513       6.33048582    
   8.55354881       7.92657375    
   10.5882158       9.61312103    
   12.8034887       11.3545084    
   15.1870565       13.1126442    
   17.7263069       14.8473225    
   20.4085236       16.5165672    
   23.2210579       18.0769329    
   26.1514950       19.4837933    
   29.1877899       20.6915531    
   32.3183937       21.6538544    
   35.5323486       22.3237000    
   38.8193626       22.6535587    
   42.1698723       22.5954056    
   45.5750771       22.1007366    
   49.0269775       21.1205254    
   52.5183830       19.6051598    
   56.0428963       17.5043240    
   59.5949402       14.7668619    
   63.1697273       11.3405914    
   66.7632599       7.17208910    
   70.3723068       2.20642900    
   73.9944229      -3.61312437    
